group,metric,seed,value
WebAttack_BruteForce,neighborhood_purity_median,2,0.0
WebAttack_BruteForce_attempted,log_density_benign_mean,2,11.953407051936226
WebAttack_BruteForce_attempted,log_density_benign_median,2,12.210759038394897
WebAttack_BruteForce_attempted,neighborhood_purity_mean,2,0.004200988467874794
WebAttack_BruteForce_attempted,neighborhood_purity_median,2,0.0
PortScan,log_density_benign_mean,3,12.996305198812953
PortScan,log_density_benign_median,3,1.6240219086016499
PortScan,neighborhood_purity_mean,3,0.02378
PortScan,neighborhood_purity_median,3,0.0
DoS_Hulk,log_density_benign_mean,3,-9.021444659708143
DoS_Hulk,log_density_benign_median,3,-8.72009599578991
DoS_Hulk,neighborhood_purity_mean,3,0.00082
DoS_Hulk,neighborhood_purity_median,3,0.0
DDoS,log_density_benign_mean,3,-9.798422424006196
DDoS,log_density_benign_median,3,-9.759417231071204
DDoS,neighborhood_purity_mean,3,0.00042
DDoS,neighborhood_purity_median,3,0.0
DoS_GoldenEye,log_density_benign_mean,3,-8.962431962977288
DoS_GoldenEye,log_density_benign_median,3,-8.930857219254305
DoS_GoldenEye,neighborhood_purity_mean,3,0.0069
DoS_GoldenEye,neighborhood_purity_median,3,0.0
DoS_slowloris,log_density_benign_mean,3,-10.537821620629378
DoS_slowloris,log_density_benign_median,3,-11.903365930131777
DoS_slowloris,neighborhood_purity_mean,3,0.0034991252186953262
DoS_slowloris,neighborhood_purity_median,3,0.0
FTP_Patator,log_density_benign_mean,3,-7.235652175234201
FTP_Patator,log_density_benign_median,3,-7.196083558352637
FTP_Patator,neighborhood_purity_mean,3,0.0
FTP_Patator,neighborhood_purity_median,3,0.0
SSH_Patator,log_density_benign_mean,3,-7.417330435384742
SSH_Patator,log_density_benign_median,3,-7.453508721516492
SSH_Patator,neighborhood_purity_mean,3,0.006476510067114093
SSH_Patator,neighborhood_purity_median,3,0.0
DoS_Slowhttptest,log_density_benign_mean,3,-10.15225555783898
DoS_Slowhttptest,log_density_benign_median,3,-9.933607941054984
DoS_Slowhttptest,neighborhood_purity_mean,3,0.0074052812858783
DoS_Slowhttptest,neighborhood_purity_median,3,0.0
Bot,log_density_benign_mean,3,-5.626423939856151
Bot,log_density_benign_median,3,-5.023372489636138
Bot,neighborhood_purity_mean,3,0.01056910569105691
Bot,neighborhood_purity_median,3,0.0
Web_Attack,log_density_benign_mean,3,-10.198156592697712
Web_Attack,log_density_benign_median,3,-10.850965376880275
Web_Attack,neighborhood_purity_mean,3,0.09368421052631577
Web_Attack,neighborhood_purity_median,3,0.0
Infiltration,log_density_benign_mean,3,-15.795266195727603
Infiltration,log_density_benign_median,3,-9.205706799610505
Infiltration,neighborhood_purity_mean,3,0.54375
Infiltration,neighborhood_purity_median,3,0.6
